,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
1037,60,6,19,0.59,1,97
1038,350,7,9,0.14,1,320
1039,36,10,6,0.09,1,286
1040,41,3,42,0.89,1,316
1041,30,30,4,0.08,2,89
1042,79,2,116,1.77,1,128
1043,100,1,8,0.12,1,0
1044,45,60,61,0.92,1,79
1046,21,40,2,0.04,1,0
1047,55,1,23,0.36,1,141
1048,50,3,43,0.65,1,4
1050,86,3,78,1.18,1,325
1051,60,180,36,0.59,1,219
1053,95,5,1,0.02,1,267
1055,35,2,22,0.47,1,260
1056,65,1,9,0.14,2,211
1057,60,10,3,0.07,1,98
1058,89,2,68,1.05,2,328
1059,55,7,23,0.35,1,0
1060,75,3,91,1.45,1,326
1061,85,2,129,2.33,2,276
1062,28,2,3,0.09,1,0
1063,60,5,17,0.26,1,299
1065,95,2,46,0.9,12,55
1067,125,3,98,1.67,1,66
1068,80,20,3,0.05,1,310
1069,99,3,2,0.1,1,0
1070,110,4,95,1.46,3,44
1071,28,1,12,0.75,2,35
1072,55,28,14,0.23,1,132
1073,110,3,29,0.44,1,94
1075,30,4,28,0.45,1,310
1076,130,3,61,1.23,4,320
1078,100,60,122,1.85,2,82
1079,58,2,120,2.08,2,258
1081,140,10,2,0.03,1,50
1082,60,4,1,0.02,1,279
1083,59,2,69,1.25,1,16
1085,58,14,22,0.34,1,88
1086,200,7,5,0.12,1,357
1087,68,3,103,1.63,2,86
1089,54,3,44,0.73,1,2
1090,45,13,26,0.71,1,129
1092,29,4,25,0.38,1,0
1093,60,3,39,0.69,1,259
1094,68,2,6,0.15,2,0
1095,38,60,22,0.34,1,160
1096,59,4,21,0.39,1,334
1099,38,70,9,0.14,1,86
1100,105,3,68,2.13,10,344
1103,75,1000,9,0.14,4,364
1104,33,5,82,1.49,1,34
1105,65,3,103,1.64,1,82
1106,102,3,48,0.9,7,340
1107,104,3,59,0.91,7,331
1108,104,3,68,1.26,7,345
1109,85,3,92,1.74,7,321
1110,23,1,122,2.01,3,92
1111,24,1,106,1.62,3,183
1112,29,3,49,0.78,1,358
1113,65,5,4,0.14,1,0
1114,75,7,9,0.14,1,135
1115,140,3,9,0.14,1,310
1116,76,2,136,2.48,1,329
1117,117,3,104,1.64,1,329
1118,60,2,4,0.09,1,305
1119,110,5,3,0.08,3,362
1120,73,2,8,0.13,1,0
1121,75,60,19,0.29,2,0
1122,65,4,30,0.47,1,92
1123,46,6,20,0.41,1,43
1124,27,90,22,0.36,1,138
1125,31,4,52,0.82,1,240
1126,280,3,15,0.25,3,0
1127,55,1,36,0.57,1,310
1129,99,5,1,0.04,1,0
1130,38,1,94,1.52,1,328
1131,62,3,58,2.24,1,145
1132,40,3,19,0.3,2,154
1133,85,5,63,1.07,1,342
1134,76,1,2,0.11,2,365
1135,39,1,21,4.34,1,88
1137,65,2,117,1.8,1,49
1138,50,3,30,0.47,1,131
1139,45,8,1,0.16,1,191
1140,107,2,82,1.33,5,0
1142,62,60,44,0.72,1,311
1143,54,24,27,0.42,1,197
1144,158,6,8,0.13,1,0
1145,27,270,6,0.1,1,190
1146,50,2,8,0.12,1,2
1147,65,3,109,1.72,1,313
1148,49,3,19,0.29,1,67
1149,60,90,26,0.47,1,221
1150,42,10,48,0.74,1,31
1151,82,5,2,0.03,1,67
1152,25,90,25,0.39,1,35
1153,60,5,4,0.1,1,0
1155,125,2,21,0.42,2,310
1156,38,3,17,0.31,2,77
1157,90,61,6,0.11,3,310
1158,59,2,5,0.08,1,67
1159,32,6,3,0.14,1,193
1160,80,6,2,0.04,1,0
1162,45,2,1,0.06,1,0
1163,65,2,18,0.6,1,0
1164,35,2,120,1.89,1,277
1165,90,7,35,0.59,2,310
1166,80,21,121,1.88,1,106
1167,115,25,29,0.46,1,285
1168,48,2,7,0.11,2,35
1169,90,1,4,0.06,1,0
1170,79,5,11,0.17,1,0
1172,130,3,26,0.48,1,190
1173,32,2,43,0.67,2,306
1174,52,3,16,0.25,1,125
1175,60,14,1,0.02,2,0
1177,40,60,104,1.61,2,66
1178,50,3,52,0.82,3,63
1179,49,2,129,2.14,1,282
1180,50,2,25,0.39,1,265
1181,27,3,51,0.92,1,155
1183,20,2,2,0.06,1,221
1184,85,7,9,0.14,1,229
1185,55,2,9,0.18,2,249
1186,65,59,75,1.17,1,190
1187,37,2,8,0.12,1,267
1188,100,3,3,0.16,1,0
1190,130,5,3,0.05,1,19
1191,50,6,4,0.14,1,359
1192,62,1,3,0.18,1,190
1193,129,4,24,0.39,2,236
1194,59,1,68,1.06,1,36
1195,65,2,54,0.86,1,243
1196,38,3,104,1.62,1,325
1197,53,3,19,0.35,1,74
1198,78,6,14,0.22,1,0
1199,60,4,68,1.06,1,186
1200,55,5,24,0.38,2,176
1201,63,1,20,1.6,1,201
1202,80,2,7,0.13,2,0
1203,21,2,12,0.22,1,316
1205,64,3,54,0.89,1,0
1206,50,30,53,0.83,1,57
1207,53,3,17,0.4,1,306
1208,40,3,11,0.18,1,341
1209,37,3,46,1.15,1,41
1210,120,2,14,0.25,1,0
1211,20,1,36,0.56,2,319
1212,70,90,93,1.46,1,165
1213,39,2,121,1.9,5,285
1214,30,1,2,0.07,1,0
1215,85,1,10,0.16,1,304
1216,40,3,3,0.07,1,0
1217,35,4,13,0.3,1,88
1218,70,7,4,0.06,1,129
1219,99,1,60,2.76,1,243
1220,75,3,97,1.54,1,140
1222,80,5,5,0.13,1,341
1223,55,2,14,0.22,1,6
1224,75,3,12,0.23,1,97
1225,25,1,16,0.31,1,0
1226,45,4,29,0.61,1,0
1227,155,3,38,0.66,1,85
1228,50,3,43,0.68,1,99
1229,45,3,3,0.05,1,172
1230,45,5,1,0.02,1,0
1231,35,2,5,0.09,1,0
1232,50,2,15,0.24,1,22
1233,25,90,5,0.08,2,62
1235,60,3,5,0.16,1,0
1236,17,5,18,0.5,1,271
1237,33,14,2,0.03,1,0
1238,80,1,143,2.29,1,284
1239,32,3,35,0.55,1,310
1240,65,3,24,0.38,1,0
1241,43,2,145,2.61,1,37
1242,48,4,34,3.08,1,87
1244,24,4,46,0.83,1,99
1245,40,3,106,1.68,1,59
1246,49,2,48,0.78,1,310
1247,20,3,3,0.38,1,8
1248,30,3,10,0.56,1,0
1249,45,4,14,0.28,1,42
1250,25,2,6,0.17,1,58
1251,39,2,45,1.09,1,263
1252,43,90,6,0.1,1,364
1253,60,7,86,1.36,1,49
1254,41,1,4,0.08,1,39
1255,20,3,16,0.25,1,80
1256,97,7,2,0.03,3,165
1258,25,2,9,0.34,1,43
1259,42,10,29,0.72,1,18
1261,30,3,38,0.64,1,2
1262,59,3,42,1.48,1,55
1263,30,1,5,0.14,2,0
1264,89,2,36,0.71,1,172
1265,36,6,1,0.03,1,0
1266,35,3,33,1.79,1,2
1267,80,3,2,0.09,1,0
1268,60,2,9,0.87,1,67
1269,35,10,2,0.06,1,83
1271,45,28,6,0.15,1,318
1272,45,2,3,0.07,1,0
1273,69,2,95,1.8,1,297
1274,56,3,51,0.86,1,0
1275,55,2,92,1.47,3,50
1276,40,1,120,2.8,3,63
1277,27,150,34,0.55,2,222
1278,15,15,16,0.27,1,126
1279,199,3,91,1.54,1,345
1282,80,4,4,0.06,2,304
1283,82,5,10,0.19,1,159
1284,59,2,25,1.4,1,3
1285,120,8,26,1.39,1,98
1287,47,3,41,1.0,2,336
1288,80,7,5,0.08,1,0
1290,65,3,1,0.04,1,320
1291,52,4,43,0.87,1,297
1292,45,2,106,1.95,2,223
1293,59,2,2,0.46,3,30
1294,99,2,10,0.36,3,41
1295,45,2,49,0.91,2,227
1296,32,60,32,0.52,1,194
1297,55,1,26,0.6,43,250
1298,17,1,126,2.67,43,248
1299,33,1,133,2.62,43,255
1300,25,1,94,1.69,43,259
1301,25,1,89,1.54,43,252
1302,84,10,1,0.06,2,0
1303,99,4,5,0.14,1,0
1304,33,2,21,0.33,1,30
1305,54,4,12,0.19,1,251
1306,65,3,80,1.49,1,263
1309,124,2,67,1.06,1,358
1312,70,3,142,2.28,4,302
1313,33,3,20,0.37,3,349
1314,145,2,1,0.26,1,0
1316,30,10,4,0.07,1,0
1317,81,2,29,0.51,1,46
1318,102,28,16,0.27,2,236
1319,68,90,69,1.11,1,252
1322,95,2,24,0.41,1,275
1324,25,20,2,0.07,1,311
1325,30,3,19,0.35,1,0
1328,49,1,109,1.73,1,70
1330,54,1,50,0.8,2,363
1331,69,4,86,1.37,1,333
1332,44,3,47,0.76,2,323
1333,45,2,7,1.23,1,16
1334,80,1,67,1.31,1,299
1335,20,3,8,0.19,1,287
1336,79,3,94,1.5,3,175
1337,25,4,8,0.14,1,0
1340,120,61,48,0.77,1,156
1341,44,4,22,0.55,2,320
1342,58,3,61,0.97,1,35
1343,65,1,8,0.14,1,60
1344,110,3,25,0.45,1,0
1345,58,2,80,1.95,2,340
1346,50,2,100,2.4,2,347
1347,54,2,42,0.84,1,347
1348,40,5,7,0.11,1,279
1349,50,3,2,0.08,1,34
1350,49,2,15,0.26,1,0
1351,296,1,13,0.24,3,341
1352,35,45,46,0.85,1,248
1353,80,30,6,0.1,1,74
1354,35,2,39,0.63,1,36
1355,80,4,4,0.09,2,0
1357,49,3,16,0.26,1,151
1358,89,2,23,0.41,1,23
1359,58,2,17,0.53,1,9
1360,40,5,9,0.15,1,0
1361,90,1,84,1.37,1,198
1362,69,4,55,1.65,1,91
1365,250,3,106,1.72,1,7
1366,28,28,68,1.2,2,59
1367,30,4,47,0.78,1,256
1370,129,3,17,0.31,2,22
1371,99,2,77,1.25,1,226
1373,57,30,27,0.52,3,234
1374,35,1,3,0.06,1,310
1375,52,5,14,0.23,1,0
1377,95,3,31,0.5,2,276
1378,49,3,2,1.18,1,8
1379,37,1,116,1.87,3,95
1380,45,2,4,0.06,1,301
1382,149,27,5,0.08,1,279
1383,60,1,32,0.52,1,346
1384,49,4,4,1.85,1,51
1385,44,72,32,0.52,2,324
1387,91,3,73,1.2,1,305
1390,50,5,9,0.17,1,0
1391,40,60,87,1.41,1,16
1392,39,2,128,2.38,1,130
1393,90,2,2,0.09,1,310
1395,35,3,25,0.44,2,313
1397,61,2,16,0.29,1,0
1398,105,6,5,0.08,1,46
1399,60,2,6,0.17,1,0
1400,65,2,147,2.45,1,22
1401,30,1,3,0.2,1,0
1402,69,4,54,1.47,1,104
1403,62,3,104,1.76,1,295
1404,75,1,7,0.18,1,131
1405,55,2,36,0.73,1,325
1406,20,2,4,0.08,1,0
1407,30,1,69,1.17,1,0
1408,25,1,1,1.0,1,0
1409,38,3,128,2.17,1,281
1410,45,4,49,2.78,1,45
1411,55,7,13,0.22,2,262
1412,30,2,67,1.14,2,196
1413,65,3,15,0.25,1,0
1414,80,92,1,0.03,2,364
1416,39,10,111,2.18,1,117
1417,110,2,61,1.02,3,10
1419,75,3,129,2.24,1,108
1420,38,1,7,0.17,1,0
1421,29,1,5,0.13,1,0
1422,55,4,35,0.62,1,270
1423,71,5,1,0.02,1,0
1424,93,60,10,0.16,3,320
1425,99,2,102,1.7,5,324
1426,98,2,87,1.43,2,351
1427,33,1,14,0.69,1,0
1428,22,5,29,0.51,5,293
1429,99,5,7,0.16,1,27
1431,50,90,67,1.12,3,159
1432,99,2,68,1.12,1,330
1433,120,6,11,0.19,2,8
1435,45,5,3,0.05,3,322
1436,125,7,1,0.07,1,0
1437,39,3,49,1.15,2,67
1438,65,21,2,0.03,1,0
1439,235,2,61,1.06,2,137
1441,60,7,2,0.03,1,0
1442,40,45,10,0.17,1,344
1443,50,1,3,0.06,1,0
1445,54,1,118,2.1,1,286
1446,65,7,7,0.13,1,0
1447,180,4,75,1.36,1,141
1448,180,4,14,1.68,1,353
1449,42,7,12,0.44,1,0
1451,54,4,2,0.03,1,0
1452,90,3,104,1.87,1,123
1453,69,5,94,1.7,1,293
1454,169,7,12,0.23,1,23
1455,100,3,20,0.34,1,288
1456,95,2,65,1.11,2,252
1457,52,1,116,2.68,1,305
1458,60,90,10,0.18,1,304
1459,59,100,54,0.86,1,362
1460,199,1,81,1.48,1,0
1461,75,3,85,1.44,1,1
1463,59,4,2,0.06,1,220
1464,45,2,11,0.2,1,310
1465,49,1,20,2.93,1,359
1467,23,1,48,0.79,3,194
1468,34,5,9,0.22,1,336
1469,70,12,4,0.07,1,0
1470,30,1,20,0.36,1,330
1471,47,4,63,1.07,1,284
1472,60,6,5,0.08,1,276
1473,30,10,35,0.58,2,0
1474,100,5,10,0.17,1,0
1476,95,1,28,0.62,1,18
1477,65,2,5,0.08,1,279
1478,150,5,39,0.66,5,5
1479,300,30,48,0.83,3,363
1480,40,2,1,0.03,1,0
1481,80,3,32,2.24,1,2
1482,30,1,3,0.07,2,364
1483,90,2,12,1.74,1,88
1484,60,3,1,0.02,1,0
1485,107,3,70,1.18,1,56
1488,69,3,44,0.79,1,151
1490,50,2,18,0.32,1,311
1491,40,1,22,1.55,1,3
1492,30,4,6,0.13,1,0
1493,28,3,40,0.68,1,349
1494,60,3,10,0.21,5,129
1495,51,100,4,0.11,2,156
1496,45,2,45,0.76,1,0
1497,49,3,26,1.16,1,84
1498,30,12,7,0.52,2,363
1499,49,3,14,0.24,1,10
1500,75,3,139,2.43,1,240
1501,89,1,66,1.16,1,247
1502,35,2,26,0.43,1,0
1503,85,3,36,0.84,3,148
1504,32,3,74,1.33,1,220
1506,35,1,89,1.5,2,0
1507,60,3,36,0.65,1,102
1508,130,2,76,1.29,1,330
1510,35,2,47,0.8,1,0
1511,60,3,1,0.04,1,0
1512,67,5,11,0.21,1,0
1513,50,1,3,0.05,1,0
1514,42,2,2,0.04,1,242
1515,20,4,127,2.13,1,51
1516,100,7,3,0.08,1,0
1517,25,3,2,0.05,1,0
1518,90,1,105,1.78,1,53
1519,55,3,8,0.18,1,0
1520,90,3,1,0.04,1,0
1521,55,21,10,0.18,2,295
1522,50,3,8,0.15,1,314
1524,94,5,27,0.5,2,6
1525,229,3,45,1.01,1,132
1526,40,5,1,0.03,1,0
1527,65,90,7,0.15,1,30
1528,30,7,1,0.02,1,0
1529,70,3,131,2.2,3,269
1530,70,5,9,0.57,1,6
1531,70,10,8,0.14,1,0
1532,75,1,9,0.15,1,0
1533,91,4,44,0.75,1,0
1534,40,3,1,0.02,1,0
1535,35,20,58,0.97,2,158
1537,22,2,28,0.7,1,0
1538,31,1,133,2.29,2,14
1539,45,1,136,2.31,1,82
1541,30,1,4,0.07,1,185
1542,59,3,1,0.03,1,0
1543,50,4,18,0.33,1,0
1544,60,2,10,0.17,1,0
1545,78,2,2,0.04,1,0
1546,68,30,17,0.29,1,349
1547,50,6,4,0.08,1,315
1548,55,6,23,0.54,1,310
1549,25,3,17,0.32,2,216
1550,60,2,60,1.12,1,0
1552,48,2,62,1.19,1,88
1553,70,3,1,0.03,1,0
1554,58,2,10,0.18,1,0
1555,390,1,40,0.7,2,295
1557,64,4,11,0.2,1,98
1559,50,2,5,0.19,1,0
1560,59,2,1,0.03,1,0
1563,43,2,3,0.29,1,0
1564,60,2,3,0.05,1,0
1565,65,3,82,1.51,1,247
1566,109,10,21,0.38,1,72
1567,75,2,3,0.09,1,0
1568,50,1,1,0.03,1,0
1569,120,2,9,0.18,1,304
1570,30,3,142,4.22,3,8
1571,70,4,1,0.03,1,0
1572,55,3,51,0.93,1,128
1573,15,6,5,0.08,1,0
1574,36,7,17,0.34,1,0
1575,70,3,3,0.05,1,350
1576,39,3,111,2.07,1,222
1577,46,5,126,2.14,2,58
1578,115,28,98,1.65,1,172
1579,80,7,2,0.19,1,0
1580,29,8,136,2.28,1,327
1581,108,6,4,0.08,1,0
1582,69,60,2,0.03,2,339
1583,50,5,11,0.2,2,302
1584,30,1,8,0.14,2,0
1585,99,6,97,1.64,2,149
1586,40,4,3,0.07,1,0
1587,55,2,19,0.35,2,67
1588,25,3,2,0.07,1,0
1591,89,5,20,0.42,2,16
1592,55,2,3,0.1,1,0
1593,30,2,120,4.61,1,0
1594,90,20,10,0.21,1,355
1595,59,60,18,0.33,2,340
1596,55,5,70,1.19,1,296
1597,169,2,7,0.16,1,0
1598,85,3,9,1.06,1,0
1599,35,3,15,0.26,1,221
1600,45,4,3,0.07,1,0
1601,81,5,9,0.21,1,0
1602,63,7,37,0.66,1,0
1603,42,90,5,0.08,1,221
1604,45,85,32,0.92,2,0
1607,59,20,61,1.11,1,270
1608,65,3,28,0.48,3,309
1609,97,4,44,0.75,1,351
1610,30,5,1,0.03,1,0
1611,50,6,26,0.44,1,99
1612,109,58,48,0.87,1,341
1614,25,2,6,0.12,2,41
1615,23,3,85,1.44,2,0
1616,30,5,23,0.52,1,0
1617,70,3,61,1.07,6,246
1620,55,1,75,1.27,2,76
1622,20,5,3,0.12,1,0
1623,76,4,140,2.66,3,304
1624,147,3,1,0.02,1,0
1625,40,60,45,0.76,1,98
1626,30,4,65,1.39,1,0
1627,25,14,3,0.05,1,0
1628,50,5,4,0.07,1,0
1629,50,4,4,0.07,1,0
1630,70,3,96,1.64,5,282
1631,150,6,4,0.07,1,0
1632,69,2,139,2.44,2,331
1633,35,22,7,0.26,1,73
1635,50,1,52,1.56,1,65
1636,65,1,56,1.0,1,68
1638,75,5,9,0.16,1,0
1639,30,7,103,1.9,1,0
1640,49,2,83,1.93,1,303
1642,84,3,5,0.12,1,0
1643,35,2,73,1.36,2,121
1644,65,12,5,0.14,1,179
1645,55,1,41,0.7,1,356
1646,100,3,7,0.13,1,0
1647,25,30,9,0.22,1,252
1648,35,180,4,0.08,1,161
1650,80,10,1,0.37,2,74
1651,8,15,1,0.02,1,0
1653,65,2,109,1.88,2,54
1654,36,3,26,0.47,7,0
1655,35,1,2,0.05,1,0
1656,50,60,11,0.27,1,93
1657,110,3,5,0.1,2,0
1661,22,30,4,0.13,1,0
1662,21,4,2,0.05,1,0
1663,69,3,99,1.79,1,304
1665,60,3,33,0.72,7,0
1666,64,2,77,1.38,6,266
1668,49,14,14,0.25,2,249
1669,50,4,2,0.06,1,15
1670,110,3,3,0.05,1,0
1672,35,7,11,0.27,1,217
1674,35,60,4,0.15,1,277
1675,42,2,2,0.04,1,0
1676,59,3,67,1.23,2,331
1677,80,2,3,0.05,1,0
1678,140,4,36,0.65,1,70
1679,48,6,8,0.14,2,0
1681,60,1,52,1.38,1,340
1682,49,2,2,0.06,1,0
1683,38,5,17,0.31,1,279
1684,40,30,6,0.11,1,265
1686,80,3,16,2.5,1,83
1687,27,1,2,0.05,1,0
1688,29,7,56,1.06,1,23
1689,199,3,120,2.11,1,218
1690,45,90,2,0.05,1,0
1691,120,5,2,0.06,1,22
1692,55,3,7,0.33,2,146
1693,65,2,12,0.31,1,234
1694,43,5,10,0.19,1,0
1696,34,1,57,1.03,2,74
1697,50,2,3,0.1,1,0
1698,50,1,65,1.3,1,38
1699,153,5,59,1.07,1,12
1700,41,4,22,0.53,1,7
1701,32,1,36,1.34,1,0
1702,40,2,13,0.23,1,230
1703,40,1,3,0.08,1,0
1704,27,90,13,0.23,1,99
1705,25,5,150,2.61,2,17
1706,54,5,30,0.57,1,202
1707,20,10,8,0.2,2,118
1708,190,3,63,1.12,5,322
1709,73,60,10,0.18,1,364
1710,31,2,6,0.19,1,0
1711,75,3,93,1.93,1,52
1712,40,2,3,0.08,2,0
1713,48,4,125,2.22,2,47
1714,100,1,2,0.06,1,0
1715,30,3,2,0.05,2,0
1716,80,4,13,0.25,1,0
1717,52,2,5,0.09,1,241
1718,80,7,11,0.25,3,264
1719,45,2,58,1.05,1,296
1720,24,1,3,0.08,1,0
1721,34,2,7,0.12,1,0
1722,40,3,6,0.14,1,0
1723,80,1,1,0.02,1,0
1724,69,182,4,0.1,1,0
1725,72,5,93,1.68,1,13
1726,80,3,9,2.43,1,62
1727,34,10,2,0.04,1,0
1728,40,7,21,0.37,1,0
1729,80,5,6,0.11,1,0
1730,52,3,139,2.59,1,181
1731,60,2,66,1.23,1,0
1733,34,2,22,0.38,1,308
1734,45,2,41,1.34,1,361
1735,35,2,6,0.15,1,0
1736,43,150,5,0.12,2,128
1737,125,7,7,0.14,1,0
1738,75,3,8,0.16,1,20
1739,75,3,39,0.78,1,321
1740,54,60,8,0.19,1,0
1741,40,1,5,0.09,1,0
1742,70,4,21,0.39,1,12
1743,30,4,4,0.08,1,0
1744,20,3,1,0.02,1,0
1745,250,30,80,1.62,2,319
1746,140,3,94,1.73,5,336
1747,35,1,7,0.22,1,0
1748,79,3,85,1.69,1,22
1749,84,7,2,0.05,1,0
1750,17,5,21,0.38,2,164
1751,80,5,78,1.37,1,31
1752,40,90,11,0.21,1,309
1754,50,1,13,0.24,1,14
1755,41,3,12,0.22,2,0
1756,45,2,17,0.33,2,0
1757,60,4,12,0.21,1,0
1758,44,2,145,2.79,1,8
1759,40,34,2,0.04,1,0
1760,63,5,124,2.2,2,10
1762,50,1,15,0.5,1,0
1765,43,95,43,0.85,1,276
1766,30,2,19,0.49,1,0
1767,9,54,5,0.09,1,0
1768,30,7,2,0.08,2,0
1769,25,3,7,0.26,1,0
1771,55,30,29,0.52,1,123
1774,125,2,6,0.11,1,106
1775,48,2,43,0.8,1,0
1776,115,3,76,1.46,1,145
1777,24,3,23,2.12,1,8
1778,35,2,7,0.13,1,0
1779,30,5,3,0.08,1,0
1780,57,60,79,1.39,1,235
1781,100,1,32,0.58,1,365
1782,50,2,9,0.29,1,0
1786,40,3,9,0.64,2,0
1787,30,7,3,0.05,1,0
1788,49,5,40,0.71,1,220
1791,89,4,50,0.91,1,311
1792,38,30,64,1.14,1,252
1793,48,1,5,0.11,1,0
1794,23,4,1,0.03,1,0
1795,20,1,6,0.2,1,0
1796,50,3,52,0.93,1,29
1797,45,1,1,0.05,1,0
1798,28,1,1,0.03,1,0
1799,80,10,4,0.08,1,0
1800,50,3,6,0.15,1,0
1801,70,60,6,0.12,3,190
1802,60,3,3,0.13,1,320
1803,49,5,3,0.08,1,0
1804,39,91,3,0.06,2,362
1805,55,3,15,0.29,2,98
1806,51,3,72,1.46,2,342
1807,150,5,98,1.79,1,98
1808,31,2,105,2.67,1,102
1809,65,4,28,0.96,1,57
1810,250,6,12,0.22,1,262
1811,46,2,29,0.68,1,340
1812,40,60,19,0.34,1,130
1813,39,3,87,2.3,1,0
1814,49,4,44,0.86,1,316
1815,95,3,88,1.59,1,10
1816,48,3,31,1.06,1,13
1817,60,5,5,0.09,1,0
1818,91,1,28,0.54,1,310
1820,120,2,144,2.6,2,337
1821,59,5,24,0.51,2,340
1822,40,4,26,0.48,1,4
1823,52,3,46,1.21,1,344
1824,20,1,114,2.14,4,308
1826,60,2,44,0.8,1,280
1827,50,1,40,1.31,1,358
1829,45,2,26,1.01,2,66
1830,59,1,79,1.53,1,23
1831,50,2,50,0.95,2,364
1832,56,1,113,2.53,5,66
1833,42,4,2,0.07,2,0
1834,35,3,1,0.03,1,0
1835,44,1,10,0.19,2,0
1836,28,20,29,0.53,2,0
1837,48,3,46,1.1,1,279
1838,60,3,8,0.15,1,0
1839,55,1,3,0.05,5,145
1840,39,2,130,2.5,1,159
1841,60,2,6,0.16,1,0
1842,43,3,10,0.28,1,0
1843,19,3,4,1.69,1,101
1844,23,30,89,1.58,1,0
1845,120,5,3,0.06,1,0
1846,37,1,5,0.09,1,335
1847,32,5,4,0.19,1,0
1848,75,2,16,0.29,3,350
1851,38,2,11,0.2,1,0
1852,29,5,10,0.18,1,279
1853,65,2,143,2.56,3,294
1854,59,6,20,0.36,1,148
1855,65,4,46,0.87,1,4
1857,66,2,26,0.47,2,339
1858,33,4,13,0.23,1,0
1859,35,2,49,0.96,1,174
1860,40,8,18,0.4,2,0
1861,43,70,15,0.31,1,104
1862,100,1,4,0.2,1,280
1863,85,61,10,0.2,1,364
1865,22,5,20,0.36,1,6
1866,50,6,5,0.37,1,0
1868,47,2,2,0.04,1,103
1869,100,3,4,0.13,1,0
1870,80,7,3,0.06,1,67
1871,35,4,3,0.05,1,0
1872,100,5,11,0.2,1,274
1873,59,2,11,0.2,1,0
1874,20,300,8,0.17,3,0
1875,28,180,6,0.12,3,36
1876,48,2,52,0.94,1,0
1877,49,5,1,0.28,1,0
1878,45,7,8,0.9,1,0
1879,28,2,114,2.06,1,4
1880,55,3,99,1.81,1,7
1882,30,2,19,1.45,2,31
1883,79,5,56,1.57,1,65
1884,85,3,12,0.22,5,337
1885,85,3,1,0.02,5,347
1887,65,2,39,0.98,1,312
1889,42,2,4,0.89,3,41
1890,73,4,26,0.56,1,47
1891,40,5,33,2.2,1,307
1892,50,60,6,0.12,3,113
1893,47,3,7,0.2,2,98
1894,53,30,17,0.31,3,97
1895,40,6,8,0.15,1,0
1896,70,3,34,0.61,1,0
1897,55,5,83,1.56,1,2
1898,49,1,20,0.36,1,94
1899,120,2,10,0.2,1,0
1900,90,5,5,0.1,1,159
1901,37,1,141,2.81,3,333
1902,38,3,1,0.03,1,0
1903,39,2,43,0.78,1,362
1904,30,7,5,0.09,1,36
1905,129,4,6,0.46,1,0
1906,26,30,6,0.4,1,44
1907,30,14,12,0.22,1,8
1908,90,2,119,2.17,1,202
1909,59,1,9,0.31,4,314
1910,74,3,141,2.57,2,120
1911,99,20,11,0.2,1,304
1912,99,2,130,2.57,1,104
1913,105,2,9,0.22,1,7
1914,70,5,29,0.52,1,305
1915,95,60,5,0.09,2,129
1917,50,3,17,0.31,1,0
1918,34,1,2,0.06,1,89
1921,220,3,134,2.44,3,238
1922,50,1,7,0.23,1,0
1923,52,3,16,0.3,1,311
1925,42,3,112,2.05,1,360
1926,46,1,136,2.44,1,305
1927,66,4,22,0.4,2,0
1928,121,3,101,1.85,1,8
1929,55,5,55,1.0,1,310
1930,35,2,18,0.36,2,91
1931,20,1,127,2.38,4,195
1932,45,4,6,0.34,1,350
1933,33,1,102,1.86,1,355
1934,95,3,61,1.1,1,12
1935,58,3,128,2.4,1,281
1936,140,6,11,0.21,1,100
1937,49,1,135,2.48,2,314
1938,57,1,27,0.87,4,314
1939,55,6,1,0.1,1,251
1940,26,16,8,0.21,1,0
1941,55,4,17,0.31,1,0
1942,25,3,4,0.08,1,309
1943,34,2,10,0.24,2,9
1944,52,14,23,0.41,1,325
1945,250,3,115,2.07,1,351
1946,120,7,8,0.15,1,0
1947,50,1,4,2.26,1,334
1948,35,2,11,0.91,1,129
1949,52,6,4,0.25,1,0
1950,19,5,3,0.06,1,0
1951,72,3,15,0.45,1,0
1952,30,21,1,0.02,1,0
1953,120,5,6,0.12,1,0
1954,150,3,51,1.04,2,70
1955,55,3,26,0.52,1,365
1956,115,60,27,0.49,1,221
1957,90,1,1,0.03,1,0
1958,60,3,51,1.57,1,60
1959,70,1,25,0.46,1,346
1960,60,4,3,2.5,1,73
1961,50,4,30,0.71,1,354
1962,89,1,105,1.94,3,278
1963,95,5,11,0.2,1,0
1964,38,2,14,0.25,1,291
1965,69,2,3,0.19,1,338
1966,24,9,65,1.29,1,142
1968,29,5,41,0.76,1,257
1969,90,3,2,0.05,1,0
1970,60,3,2,0.04,1,130
1971,95,3,3,0.08,1,0
1972,55,7,4,0.09,1,0
1974,25,4,9,0.16,1,19
1975,39,29,7,0.13,1,189
1976,61,1,97,1.77,1,0
1977,59,5,12,0.22,1,12
1978,63,61,56,1.02,1,236
1979,150,3,51,1.01,5,312
1980,125,20,4,0.1,1,4
1981,50,7,3,0.06,1,0
1983,56,60,25,0.46,1,254
1984,40,2,59,1.13,2,180
1985,40,2,120,2.31,1,155
1986,60,3,55,1.0,1,4
1987,40,3,68,1.5,5,285
1988,70,60,1,0.03,3,189
1989,69,2,29,0.54,1,4
1990,2500,1,19,0.35,1,89
1991,39,5,28,0.75,1,11
1992,45,1,82,1.56,1,12
1993,35,12,2,0.13,1,66
1994,80,5,3,0.07,2,0
1995,26,3,19,0.5,2,227
